***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           100
Temperatura:             1.25
Beta:                    0.8
J:                       1
Delta:                   2.5
Numero blocchi           10
Lunghezza simulazione:   100000
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -9.84e+03  -23.2   13.5   49548
2   -9.86e+03  -35.3   12.3   50
3   -9.91e+03  -59.1   110   48
4   -9.77e+03  -67.2   72.2   49
5   -9.8e+03  -46.4   152   50
6   -9.75e+03  -42.8   169   50
7   -9.71e+03  50.2   69   49
8   -9.67e+03  23.7   44.5   50
9   -9.62e+03  15.6   62.5   50
10   -9.73e+03  -102   79.3   50
11   -9.77e+03  -18.7   -28.2   50
12   -9.68e+03  -70.1   -107   49
13   -9.77e+03  -59.7   -9.4   49
14   -9.84e+03  -82.2   -29.7   49
15   -9.82e+03  -76.4   29.7   48
16   -9.79e+03  -136   105   49
17   -9.83e+03  -189   49.7   50
18   -9.76e+03  -49.8   47.3   50
19   -9.58e+03  -24.1   54.2   50
20   -9.68e+03  -98.7   72.9   50
21   -9.65e+03  -140   88.5   50
22   -9.68e+03  -68.3   71.7   50
23   -9.76e+03  -72.7   70.8   50
24   -9.69e+03  39.3   23   50
25   -9.64e+03  134   29.2   50
26   -9.67e+03  130   62.7   51
27   -9.67e+03  175   4.04   50
28   -9.82e+03  137   -13.1   50
29   -9.77e+03  141   -40.9   49
30   -9.77e+03  76.6   -11.6   49
31   -9.76e+03  35.9   73.5   49
32   -9.73e+03  -8.78   129   50
33   -9.68e+03  -79   288   50
34   -9.74e+03  -14.6   312   50
35   -9.76e+03  -2.72   351   49
36   -9.82e+03  -4.81   425   50
37   -9.79e+03  -56.7   365   50
38   -9.84e+03  -113   393   49
39   -9.91e+03  -81.1   393   50
40   -9.93e+03  -42.2   379   49
41   -9.87e+03  27.7   316   49
42   -9.93e+03  -51.6   303   49
43   -9.89e+03  -4.51   344   49
44   -1e+04  104   381   49
45   -1.01e+04  56.4   420   49
46   -1.01e+04  36.5   401   49
47   -1.01e+04  65.4   415   49
48   -1e+04  36.7   440   49
49   -1e+04  47   497   49
50   -1.01e+04  -5.97   583   49
51   -1.01e+04  -5.14   526   49
52   -9.99e+03  -24.4   561   48
53   -9.94e+03  -38.8   556   50
54   -9.8e+03  32   554   50
55   -9.76e+03  -2.19   627   50
56   -9.58e+03  -0.547   653   50
57   -9.64e+03  -34.5   629   51
58   -9.71e+03  -3.87   681   50
59   -9.83e+03  6.14   687   49
60   -9.85e+03  -93.7   680   49
61   -9.75e+03  -224   703   49
62   -9.74e+03  -238   655   49
63   -9.85e+03  -277   655   50
64   -9.88e+03  -219   742   49
65   -9.83e+03  -244   680   48
66   -9.74e+03  -311   762   50
67   -9.64e+03  -310   790   50
68   -9.63e+03  -253   870   50
69   -9.59e+03  -281   843   50
70   -9.66e+03  -254   811   49
71   -9.74e+03  -260   762   50
72   -9.76e+03  -216   734   50
73   -9.75e+03  -223   792   50
74   -9.73e+03  -293   650   50
75   -9.79e+03  -222   641   50
76   -9.71e+03  -170   675   50
77   -9.79e+03  -146   646   50
78   -9.91e+03  -121   659   49
79   -9.8e+03  -175   655   50
80   -9.83e+03  -241   578   49
81   -9.91e+03  -246   536   49
82   -9.94e+03  -338   530   49
83   -9.85e+03  -262   466   48
84   -9.97e+03  -261   398   49
85   -1.01e+04  -230   374   49
86   -1e+04  -348   360   49
87   -9.98e+03  -306   360   49
88   -1e+04  -202   341   49
89   -9.98e+03  -171   263   48
90   -1e+04  -196   365   50
91   -1e+04  -204   303   49
92   -9.88e+03  -185   312   50
93   -9.79e+03  -209   327   50
94   -9.97e+03  -204   343   48
95   -1.01e+04  -176   351   49
96   -1.01e+04  -208   341   49
97   -1.01e+04  -213   392   48
98   -9.99e+03  -221   356   48
99   -1e+04  -192   351   49
100   -1e+04  -170   376   49
101   -1.01e+04  -200   398   49
102   -9.99e+03  -130   428   48
103   -9.96e+03  -143   514   49
104   -9.99e+03  -18.4   542   49
105   -1e+04  21.9   551   49
106   -1e+04  7.71   611   49
107   -1e+04  -34.1   619   49
108   -9.99e+03  -31.2   585   48
109   -1e+04  -35   651   49
110   -1e+04  -1.4   623   48
111   -9.91e+03  65.2   575   49
112   -9.97e+03  88.8   485   49
113   -1e+04  84.7   412   49
114   -1.01e+04  52.2   427   49
115   -1.01e+04  112   391   49
116   -1e+04  74.4   416   49
117   -1e+04  127   423   49
118   -1.01e+04  145   409   49
119   -1e+04  129   395   48
120   -1.01e+04  121   430   49
121   -1e+04  160   494   48
122   -1e+04  122   469   49
123   -1.01e+04  124   453   50
124   -1e+04  125   434   49
125   -1.01e+04  182   491   49
126   -1.01e+04  171   450   48
127   -1.01e+04  112   496   49
128   -1.01e+04  149   501   49
129   -1.01e+04  105   447   49
130   -1.01e+04  42.7   440   48
131   -9.95e+03  18.4   390   49
132   -9.89e+03  -28.3   417   49
133   -9.84e+03  -53.4   403   49
134   -9.83e+03  -80.9   379   50
135   -1.01e+04  -105   370   49
136   -9.95e+03  -169   458   49
137   -9.98e+03  -121   433   49
138   -9.97e+03  -140   328   49
139   -9.97e+03  -114   332   50
140   -9.87e+03  -97.2   328   49
141   -9.84e+03  -80.2   302   49
142   -9.84e+03  -112   254   49
143   -9.81e+03  -61.4   229   49
144   -9.87e+03  -141   174   49
145   -9.93e+03  -185   192   50
146   -1e+04  -166   197   49
147   -1.01e+04  -230   220   50
148   -1.01e+04  -247   255   49
149   -1e+04  -237   229   50
150   -1e+04  -282   276   51
151   -1e+04  -292   192   49
152   -9.96e+03  -318   169   49
153   -9.95e+03  -335   181   50
154   -9.85e+03  -345   144   49
155   -9.88e+03  -272   112   50
156   -9.89e+03  -245   163   50
157   -9.91e+03  -258   215   50
158   -9.9e+03  -285   203   49
159   -9.93e+03  -257   222   49
160   -9.83e+03  -213   262   49
161   -9.78e+03  -187   251   49
162   -9.8e+03  -79.5   311   50
163   -9.74e+03  -87.5   293   49
164   -9.82e+03  -116   264   50
165   -9.88e+03  -108   193   48
166   -1e+04  -123   116   49
167   -9.88e+03  -183   181   50
168   -9.94e+03  -180   158   50
169   -9.9e+03  -243   137   48
170   -9.89e+03  -337   142   49
171   -9.9e+03  -366   217   49
172   -9.77e+03  -314   272   49
173   -9.75e+03  -241   138   49
174   -9.84e+03  -185   140   49
175   -9.67e+03  -160   159   50
176   -9.75e+03  -141   138   49
177   -9.8e+03  -174   140   50
178   -9.94e+03  -144   177   49
179   -1.01e+04  -43.4   164   49
180   -1e+04  -56.2   126   49
181   -1.01e+04  -22.8   109   49
182   -1.01e+04  -14.1   43   49
183   -1.02e+04  -16.9   61   49
184   -1.03e+04  -5.44   48.9   48
185   -1.02e+04  39   -22.7   49
186   -1.01e+04  31.1   -83.2   49
187   -1e+04  69.7   8.6   49
188   -1e+04  127   1.09   49
189   -1.01e+04  157   66.8   49
190   -1.01e+04  187   46.6   49
191   -1.01e+04  182   62.5   49
192   -9.97e+03  195   43.6   49
193   -9.86e+03  156   45.9   50
194   -9.98e+03  178   24.5   49
195   -1.01e+04  201   -75.5   49
196   -9.94e+03  228   -182   49
197   -9.86e+03  191   -85   49
198   -9.94e+03  186   13   50
199   -9.83e+03  81.7   72.7   49
200   -9.9e+03  58.3   130   49
201   -9.78e+03  -11.8   206   49
202   -9.81e+03  13.9   219   50
203   -9.74e+03  32.3   171   49
204   -9.71e+03  38.5   251   49
205   -9.56e+03  42.1   270   49
206   -9.72e+03  104   310   49
207   -9.79e+03  83.4   301   49
208   -9.92e+03  122   251   49
209   -9.86e+03  150   244   49
210   -9.91e+03  66.5   280   49
211   -9.83e+03  120   294   49
212   -9.68e+03  104   219   49
213   -9.85e+03  198   160   49
214   -9.8e+03  229   140   49
215   -9.78e+03  143   27   50
216   -9.61e+03  122   -17.6   49
217   -9.74e+03  121   33.5   49
218   -9.7e+03  37.4   -61.2   49
219   -9.69e+03  70.3   -42.2   49
220   -9.65e+03  131   -24.2   50
221   -9.76e+03  73.5   -31.2   49
222   -9.84e+03  69.5   -149   50
223   -9.89e+03  -38.7   -96.2   50
224   -9.72e+03  -93.6   -112   50
225   -9.77e+03  -140   -12.2   49
226   -9.74e+03  -155   -17.5   49
227   -9.69e+03  -166   6.12   50
228   -9.65e+03  -208   -129   50
229   -9.71e+03  -103   -189   50
230   -9.58e+03  -31.8   -248   49
231   -9.65e+03  34.8   -267   50
232   -9.65e+03  -33.6   -277   50
233   -9.75e+03  -9.8   -316   50
234   -9.71e+03  -36   -327   50
235   -9.78e+03  -10.5   -296   50
236   -9.72e+03  10.5   -289   51
237   -9.8e+03  98   -313   50
238   -9.75e+03  120   -281   49
239   -9.9e+03  124   -286   50
240   -9.89e+03  40.8   -258   49
241   -1e+04  45.6   -222   49
242   -9.91e+03  15.1   -263   49
243   -9.86e+03  -59.8   -206   49
244   -9.9e+03  -84.6   -118   49
245   -9.98e+03  -65.8   -93.2   49
246   -1e+04  -42.5   -113   49
247   -9.97e+03  -104   -86.9   49
248   -9.91e+03  -105   -125   49
249   -9.83e+03  -80.1   -138   48
250   -9.93e+03  -73.7   -186   49
251   -9.94e+03  -87.5   -246   50
252   -1e+04  -82.9   -260   49
253   -9.98e+03  -73.6   -246   49
254   -1e+04  -155   -186   50
255   -1.01e+04  -167   -192   49
256   -1.02e+04  -190   -202   48
257   -1.01e+04  -300   -149   49
258   -1.01e+04  -305   -83.6   49
259   -1.01e+04  -264   -120   49
260   -1e+04  -307   -183   49
261   -1.01e+04  -350   -62.4   49
262   -1e+04  -350   -142   49
263   -9.91e+03  -337   -159   50
264   -9.95e+03  -353   -115   48
265   -9.97e+03  -352   -59.2   49
266   -1e+04  -426   -42.3   49
267   -9.88e+03  -447   -24   49
268   -9.85e+03  -561   -3.38   50
269   -9.89e+03  -620   -79.1   49
270   -9.96e+03  -582   -52.7   49
271   -9.85e+03  -508   23.9   49
272   -9.88e+03  -499   -20.1   49
273   -9.86e+03  -472   -55.5   50
274   -9.83e+03  -418   14.1   50
275   -1e+04  -387   132   49
276   -9.92e+03  -430   84.8   50
277   -9.95e+03  -520   65.6   49
278   -9.92e+03  -461   64.7   49
279   -9.83e+03  -543   105   51
280   -9.7e+03  -495   67.4   50
281   -9.73e+03  -483   129   50
282   -9.84e+03  -650   118   50
283   -9.77e+03  -601   63   50
284   -9.64e+03  -522   30.4   50
285   -9.72e+03  -511   12.8   50
286   -9.65e+03  -529   71.7   49
287   -9.81e+03  -576   83.7   49
288   -9.85e+03  -520   91.6   50
289   -9.76e+03  -553   61.9   49
290   -9.81e+03  -583   1.56   50
291   -9.76e+03  -538   -16   50
292   -9.82e+03  -440   -75.1   49
293   -9.79e+03  -420   -110   49
294   -9.81e+03  -381   -120   50
295   -9.87e+03  -390   -61   49
296   -9.87e+03  -420   -59.7   50
297   -9.91e+03  -348   -86.7   50
298   -9.94e+03  -264   -22.3   50
299   -9.86e+03  -204   -115   49
300   -9.93e+03  -178   -80.2   49
301   -9.97e+03  -101   -119   49
302   -9.96e+03  -25.8   -133   49
303   -9.97e+03  90.6   -76.7   49
304   -9.99e+03  31.8   -54.4   49
305   -9.97e+03  26   4.36   50
306   -1e+04  23.9   2.73   49
307   -1e+04  8.07   -14.4   49
308   -9.94e+03  1.38   15.2   48
309   -9.91e+03  -11   45.8   49
310   -9.98e+03  -69.1   61.8   50
311   -9.91e+03  -3.81   129   49
312   -9.96e+03  -19.3   161   49
313   -1e+04  1.57   188   49
314   -1.01e+04  -7.87   266   49
315   -1e+04  2.9   282   48
316   -9.9e+03  79   315   50
317   -9.75e+03  48.8   199   49
318   -9.74e+03  46.8   226   49
319   -9.85e+03  15.8   244   50
320   -9.67e+03  43.1   269   49
321   -9.65e+03  24.3   278   50
322   -9.73e+03  -45.5   251   50
323   -9.98e+03  49.6   435   50
324   -1.01e+04  118   402   49
325   -1.01e+04  157   446   48
326   -1.01e+04  177   388   49
327   -1e+04  103   404   48
328   -1.01e+04  161   452   49
329   -9.97e+03  73.9   351   49
330   -9.93e+03  -21.5   428   49
331   -9.86e+03  -46.3   388   49
332   -9.85e+03  7.24   337   49
333   -9.78e+03  37.3   362   49
334   -9.73e+03  59.7   354   50
335   -9.72e+03  34.1   335   51
