***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           100
Temperatura:             1.25
Beta:                    0.8
J:                       1
Delta:                   2.5
Numero blocchi           10
Lunghezza simulazione:   100000
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -9.83e+03  697   -110   49476
2   -9.97e+03  749   -133   49
3   -9.89e+03  765   -126   49
4   -9.92e+03  741   -210   50
5   -1.01e+04  807   -244   49
6   -9.97e+03  815   -259   49
7   -1.01e+04  771   -240   49
8   -9.96e+03  790   -227   49
9   -9.98e+03  761   -276   49
10   -9.89e+03  808   -325   49
11   -9.88e+03  726   -323   50
12   -9.98e+03  728   -302   50
13   -1.01e+04  689   -248   50
14   -9.94e+03  642   -318   48
15   -9.95e+03  577   -269   49
16   -9.85e+03  498   -217   50
17   -9.9e+03  552   -214   50
18   -9.83e+03  582   -256   50
19   -9.97e+03  489   -262   50
20   -9.87e+03  532   -236   49
21   -9.87e+03  552   -245   50
22   -9.94e+03  618   -287   50
23   -9.92e+03  657   -202   50
24   -9.92e+03  663   -224   50
25   -9.85e+03  572   -211   49
26   -9.78e+03  493   -227   49
27   -9.85e+03  398   -201   50
28   -9.79e+03  402   -256   49
29   -9.77e+03  419   -323   49
30   -9.78e+03  438   -331   50
31   -9.81e+03  483   -319   49
32   -9.75e+03  530   -329   51
33   -9.81e+03  525   -293   50
34   -9.84e+03  507   -251   50
35   -9.82e+03  580   -304   50
36   -9.79e+03  496   -288   49
37   -9.82e+03  461   -272   50
38   -9.78e+03  547   -262   49
39   -9.76e+03  621   -322   49
40   -9.66e+03  583   -246   49
41   -9.71e+03  554   -189   50
42   -9.71e+03  538   -183   50
43   -9.67e+03  461   -168   50
44   -9.62e+03  424   -107   50
45   -9.62e+03  377   -198   50
46   -9.65e+03  477   -249   50
47   -9.51e+03  494   -213   50
48   -9.47e+03  486   -214   51
49   -9.56e+03  514   -192   51
50   -9.67e+03  508   -238   49
51   -9.77e+03  557   -171   50
52   -9.78e+03  580   -112   49
53   -9.67e+03  577   -132   50
54   -9.77e+03  553   -54.9   50
55   -9.77e+03  545   -45.7   51
56   -9.82e+03  638   -36.8   50
57   -9.86e+03  648   -95.4   49
58   -9.83e+03  561   -195   49
59   -9.71e+03  557   -158   50
60   -9.85e+03  643   -215   49
61   -9.92e+03  690   -178   48
62   -9.87e+03  699   -124   49
63   -9.89e+03  664   -142   50
64   -9.94e+03  677   -69.7   49
65   -9.91e+03  736   -10   49
66   -1e+04  713   8.55   50
67   -9.94e+03  779   -87.6   49
68   -9.95e+03  810   -65.4   50
69   -9.99e+03  775   12.8   49
70   -9.91e+03  743   1.61   49
71   -9.88e+03  762   63.1   50
72   -9.99e+03  883   37.7   50
73   -1.02e+04  905   9.36   49
74   -1.02e+04  897   -17.3   49
75   -1.02e+04  903   -44.2   48
76   -1.01e+04  936   -45.7   49
77   -1.02e+04  1.07e+03   -47   49
78   -1.03e+04  1.08e+03   -63.7   49
79   -1.03e+04  1.05e+03   -76.9   49
80   -1.03e+04  952   -98.8   50
81   -1.02e+04  902   -39.5   49
82   -1.03e+04  911   4.96   48
83   -1e+04  887   22.9   48
84   -1e+04  768   11.5   49
85   -1.02e+04  808   -34.8   49
86   -1.03e+04  915   23.4   49
87   -1.02e+04  830   68.8   48
88   -1e+04  827   114   49
89   -1.01e+04  811   169   49
90   -1e+04  808   129   49
91   -9.93e+03  766   28   49
92   -1e+04  688   -74.9   49
93   -1e+04  710   15.2   49
94   -9.97e+03  658   32   49
95   -9.94e+03  606   -22.4   49
96   -9.97e+03  700   -5.43   49
97   -9.84e+03  751   8.32   49
98   -9.81e+03  777   44.3   49
99   -9.67e+03  750   90.4   50
100   -9.66e+03  759   114   50
101   -9.58e+03  723   181   50
102   -9.78e+03  777   149   49
103   -9.77e+03  718   94.4   49
104   -9.84e+03  689   55.1   49
105   -9.87e+03  702   -77.6   50
106   -9.92e+03  673   -154   50
107   -1e+04  658   -146   49
108   -1.01e+04  690   -159   50
109   -1e+04  642   -204   49
110   -9.88e+03  628   -251   50
111   -9.92e+03  589   -160   49
112   -9.76e+03  625   -171   49
113   -9.73e+03  611   -156   49
114   -9.81e+03  647   -186   50
115   -9.94e+03  637   -215   49
116   -9.86e+03  576   -176   49
117   -9.87e+03  633   -142   49
118   -9.74e+03  687   -32.2   49
119   -9.85e+03  633   -63.3   49
120   -9.86e+03  648   -43.7   49
121   -9.83e+03  599   -48.3   49
122   -9.83e+03  616   3.11   49
123   -9.83e+03  613   23.4   49
124   -9.89e+03  688   20.5   49
125   -9.88e+03  664   41.5   49
126   -9.98e+03  645   10.4   49
127   -9.77e+03  622   20.6   49
128   -9.69e+03  697   25.1   49
129   -9.72e+03  725   -8.66   49
130   -9.68e+03  759   -46.1   50
131   -9.88e+03  760   -68.8   50
132   -9.95e+03  735   -73   49
133   -9.97e+03  792   -83.5   49
134   -9.98e+03  805   -189   49
135   -9.95e+03  736   -223   50
136   -9.92e+03  728   -213   49
137   -1.01e+04  723   -178   50
138   -9.88e+03  704   -87.3   49
139   -9.99e+03  745   -162   49
140   -9.85e+03  721   -201   49
141   -9.9e+03  705   -211   48
142   -9.97e+03  690   -214   49
143   -9.86e+03  666   -216   49
144   -9.82e+03  697   -257   49
145   -9.76e+03  717   -285   50
146   -9.82e+03  704   -312   50
147   -9.83e+03  625   -212   51
148   -9.91e+03  642   -262   50
149   -1e+04  515   -337   49
150   -1.02e+04  682   -366   48
151   -1.01e+04  748   -260   48
152   -1.01e+04  817   -214   48
153   -1e+04  864   -243   48
154   -9.94e+03  805   -260   50
155   -9.92e+03  805   -249   50
156   -9.97e+03  797   -234   50
157   -9.93e+03  809   -156   49
158   -9.85e+03  786   -191   50
159   -9.86e+03  669   -168   49
160   -9.93e+03  651   -227   50
161   -9.89e+03  706   -182   49
162   -9.96e+03  677   -196   49
163   -9.92e+03  672   -182   50
164   -9.94e+03  674   -151   49
165   -9.89e+03  695   -153   50
166   -9.86e+03  647   -173   49
167   -9.85e+03  677   -219   49
168   -9.9e+03  736   -235   49
169   -9.8e+03  677   -272   50
170   -9.83e+03  591   -223   49
171   -9.95e+03  548   -165   49
172   -1e+04  474   -225   49
173   -9.84e+03  481   -227   49
174   -9.87e+03  437   -320   50
175   -9.88e+03  486   -287   49
176   -9.86e+03  506   -270   49
177   -9.9e+03  485   -382   50
178   -9.82e+03  515   -405   49
179   -9.75e+03  493   -352   49
180   -9.87e+03  479   -370   50
181   -9.95e+03  513   -396   49
182   -9.99e+03  483   -347   48
183   -1.01e+04  585   -270   49
184   -1e+04  624   -277   50
185   -9.94e+03  653   -358   50
186   -9.91e+03  674   -335   49
187   -9.86e+03  730   -335   49
188   -9.87e+03  760   -311   49
189   -1.01e+04  769   -284   49
190   -1.01e+04  662   -190   49
191   -1.01e+04  680   -181   48
192   -1.01e+04  666   -146   48
193   -9.98e+03  659   -172   50
194   -1.01e+04  739   -173   49
195   -1.01e+04  651   -163   49
196   -1.01e+04  679   -203   49
197   -1e+04  736   -227   49
198   -9.96e+03  736   -234   49
199   -9.99e+03  816   -138   49
200   -9.94e+03  752   -99.7   49
201   -9.97e+03  752   -59.1   49
202   -1.01e+04  799   -40.9   49
203   -1.02e+04  786   -48.8   48
204   -1.02e+04  814   -72.3   49
205   -1.01e+04  797   -48.8   48
206   -1e+04  812   -77.2   49
207   -9.93e+03  834   -98.2   50
208   -9.85e+03  851   -75.9   49
209   -9.95e+03  798   -167   50
210   -1.01e+04  890   -174   48
211   -1.02e+04  954   -166   48
212   -1.01e+04  967   -186   48
213   -1.01e+04  970   -125   49
214   -9.93e+03  915   -199   48
215   -9.86e+03  991   -155   49
216   -9.81e+03  893   -55.2   50
217   -9.95e+03  965   -75.1   49
218   -1.01e+04  1e+03   -115   49
219   -9.98e+03  985   -156   49
220   -1e+04  1.06e+03   -104   49
221   -1.01e+04  1.08e+03   -22.3   49
222   -9.96e+03  1.03e+03   -96.4   49
223   -9.81e+03  1.02e+03   -55.1   50
224   -9.93e+03  1.01e+03   5.15   49
225   -1e+04  1.01e+03   40.1   50
226   -9.9e+03  946   77.4   50
227   -9.94e+03  917   110   49
228   -1e+04  859   95.1   48
229   -1.01e+04  789   63.9   49
230   -1e+04  757   194   48
231   -9.95e+03  803   153   48
232   -1e+04  895   122   49
233   -9.89e+03  893   140   49
234   -9.98e+03  877   170   49
235   -9.91e+03  824   110   49
236   -9.79e+03  739   118   50
237   -9.95e+03  801   103   50
238   -9.94e+03  718   105   49
239   -9.92e+03  752   157   49
240   -9.91e+03  753   157   49
241   -9.97e+03  721   242   49
242   -9.97e+03  687   288   49
243   -9.93e+03  635   342   50
244   -9.96e+03  644   256   49
245   -9.92e+03  574   285   49
246   -9.89e+03  525   231   48
247   -9.92e+03  468   245   49
248   -9.82e+03  444   318   49
249   -9.95e+03  430   425   50
250   -9.92e+03  485   364   49
251   -9.87e+03  473   368   49
252   -9.83e+03  455   364   49
253   -9.84e+03  470   416   49
254   -9.84e+03  381   251   50
255   -9.67e+03  283   185   50
256   -9.72e+03  300   112   50
257   -9.81e+03  279   133   50
258   -9.72e+03  287   91.5   49
259   -9.8e+03  278   131   49
260   -9.78e+03  270   84.3   49
261   -9.89e+03  285   61.6   49
262   -9.89e+03  237   59.3   49
263   -9.81e+03  342   19   50
264   -9.94e+03  308   -30.8   49
265   -9.81e+03  257   -11.4   50
266   -9.85e+03  260   -67.1   50
267   -9.83e+03  289   -78.5   50
268   -9.87e+03  311   -134   49
269   -9.98e+03  309   -185   50
270   -1.02e+04  300   -213   49
271   -1.01e+04  290   -115   49
272   -1.02e+04  244   -65.2   49
273   -1.02e+04  302   -30.3   48
274   -1.02e+04  361   -73.4   48
275   -1.02e+04  400   -111   48
276   -1.02e+04  405   -105   48
277   -1.02e+04  447   -213   49
