***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           300
Temperatura:             1.5
Beta:                    0.667
J:                       1
Delta:                   3.2
Numero blocchi           1
Lunghezza simulazione:   1000
Fase di termalizzazione: -1



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -1.62e+05  -138   8.51e+04   27
2   -1.48e+05  21.1   8.06e+04   30
3   -1.36e+05  51.5   7.64e+04   32
4   -1.26e+05  -134   7.23e+04   35
5   -1.18e+05  -181   6.87e+04   37
6   -1.12e+05  -295   6.56e+04   38
7   -1.07e+05  -88.3   6.25e+04   40
8   -1.02e+05  -269   5.96e+04   41
9   -9.84e+04  132   5.68e+04   42
10   -9.51e+04  -47.8   5.42e+04   43
11   -9.22e+04  4.67   5.17e+04   44
12   -8.95e+04  122   4.93e+04   45
13   -8.75e+04  417   4.74e+04   45
14   -8.56e+04  390   4.55e+04   46
15   -8.37e+04  323   4.35e+04   46
16   -8.29e+04  145   4.18e+04   47
17   -8.14e+04  -37.6   4e+04   47
18   -8.01e+04  417   3.84e+04   48
19   -7.92e+04  676   3.71e+04   48
20   -7.86e+04  738   3.56e+04   48
21   -7.82e+04  558   3.42e+04   48
22   -7.75e+04  476   3.28e+04   49
23   -7.65e+04  583   3.14e+04   49
24   -7.62e+04  332   2.99e+04   49
25   -7.57e+04  42.8   2.88e+04   49
26   -7.53e+04  166   2.77e+04   49
27   -7.51e+04  -68.8   2.67e+04   49
28   -7.42e+04  233   2.56e+04   49
29   -7.4e+04  393   2.48e+04   50
30   -7.38e+04  337   2.41e+04   50
31   -7.34e+04  263   2.32e+04   50
32   -7.3e+04  6.01   2.23e+04   50
33   -7.27e+04  -183   2.16e+04   50
34   -7.24e+04  -240   2.1e+04   50
35   -7.23e+04  -123   2.02e+04   51
36   -7.24e+04  176   1.94e+04   50
37   -7.26e+04  -55.5   1.87e+04   50
38   -7.19e+04  -247   1.78e+04   51
39   -7.16e+04  -463   1.71e+04   51
40   -7.16e+04  -46.6   1.64e+04   51
41   -7.1e+04  176   1.59e+04   51
42   -7.14e+04  166   1.53e+04   51
43   -7.15e+04  299   1.47e+04   51
44   -7.1e+04  548   1.42e+04   51
45   -7.1e+04  269   1.38e+04   51
46   -7.08e+04  108   1.33e+04   51
47   -7.11e+04  231   1.26e+04   51
48   -7.08e+04  37.4   1.22e+04   51
49   -7.07e+04  85.9   1.19e+04   51
50   -7.03e+04  -81.1   1.13e+04   51
51   -7.06e+04  105   1.1e+04   51
52   -7.05e+04  219   1.04e+04   51
53   -7.11e+04  318   1.02e+04   51
54   -7.09e+04  249   9.79e+03   51
55   -7.08e+04  28.6   9.41e+03   51
56   -7.07e+04  75.2   9.32e+03   51
57   -7.01e+04  -11.9   8.84e+03   51
58   -6.98e+04  142   8.51e+03   51
59   -7.01e+04  90.1   8.14e+03   51
60   -7.04e+04  310   7.9e+03   51
61   -7.05e+04  135   7.84e+03   51
62   -7.05e+04  68.5   8.02e+03   51
63   -7.08e+04  25.9   7.8e+03   51
64   -7.07e+04  166   7.61e+03   51
65   -7.08e+04  350   7.32e+03   51
66   -7.06e+04  363   7.22e+03   51
67   -7.05e+04  248   6.6e+03   51
68   -7.01e+04  -49.6   6.36e+03   51
69   -7.05e+04  -231   5.89e+03   51
70   -7.09e+04  -181   5.62e+03   51
71   -7.05e+04  -57.9   5.36e+03   51
72   -7.06e+04  153   5.54e+03   51
73   -7.02e+04  214   5.51e+03   51
74   -6.98e+04  379   5.44e+03   51
75   -6.99e+04  411   5.16e+03   51
76   -7.01e+04  262   4.92e+03   51
77   -7.02e+04  561   5.06e+03   51
78   -7.03e+04  777   4.67e+03   51
79   -7e+04  835   4.6e+03   51
80   -7e+04  549   4.71e+03   51
81   -6.99e+04  353   4.62e+03   51
82   -6.98e+04  491   4.53e+03   51
83   -7.01e+04  480   4.3e+03   51
84   -7e+04  342   3.91e+03   51
85   -7.02e+04  604   3.99e+03   51
86   -7e+04  583   3.87e+03   51
87   -7.04e+04  1.03e+03   4.09e+03   51
88   -7.05e+04  1.15e+03   3.81e+03   51
89   -7.04e+04  1.09e+03   3.58e+03   51
90   -7.03e+04  1.05e+03   3.23e+03   51
91   -7.02e+04  826   3.16e+03   51
92   -7.01e+04  930   3.21e+03   51
93   -7.01e+04  965   3.01e+03   51
94   -7.02e+04  954   3.02e+03   51
95   -7.01e+04  897   2.81e+03   51
96   -6.99e+04  699   2.71e+03   51
97   -7.03e+04  599   2.65e+03   51
98   -7.01e+04  665   2.11e+03   51
99   -7.02e+04  507   2.25e+03   51
100   -7.02e+04  511   2.03e+03   51
101   -7.04e+04  681   2e+03   51
102   -6.99e+04  856   1.93e+03   51
103   -7.01e+04  892   1.74e+03   51
104   -6.97e+04  869   1.66e+03   51
105   -7e+04  843   1.53e+03   51
106   -6.99e+04  790   1.19e+03   51
107   -7e+04  733   1.17e+03   51
108   -7.01e+04  1.01e+03   987   51
109   -7.03e+04  982   1.04e+03   51
110   -6.99e+04  954   523   51
111   -6.97e+04  1.03e+03   413   51
112   -7.02e+04  871   470   51
113   -7.05e+04  480   411   51
114   -7.02e+04  578   295   51
115   -7.03e+04  667   541   51
116   -7.04e+04  674   467   51
117   -6.99e+04  532   530   51
118   -6.98e+04  541   58.7   51
119   -6.99e+04  627   -103   51
120   -6.96e+04  552   -83.5   51
121   -6.98e+04  790   -97.1   51
122   -6.98e+04  1e+03   -140   51
123   -6.98e+04  916   188   51
124   -7.01e+04  581   281   51
125   -7.01e+04  217   361   51
126   -7.02e+04  273   431   51
127   -6.99e+04  381   293   51
128   -6.99e+04  520   415   51
129   -6.96e+04  518   218   51
130   -6.92e+04  164   284   52
131   -7e+04  368   -143   51
132   -7.02e+04  228   -614   51
133   -7.04e+04  -123   -741   51
134   -7.06e+04  -272   -950   51
135   -7e+04  -33.7   -946   51
136   -7.02e+04  440   -747   51
137   -6.98e+04  743   -412   51
138   -7.02e+04  632   -292   51
139   -6.99e+04  949   -250   51
140   -7.02e+04  971   -51.1   51
141   -7e+04  1.04e+03   293   51
142   -6.99e+04  758   358   51
143   -6.96e+04  672   408   51
144   -7.01e+04  485   585   51
145   -6.99e+04  517   591   51
146   -6.95e+04  209   663   51
147   -6.91e+04  197   367   51
148   -6.92e+04  -10.7   626   51
149   -6.97e+04  207   580   51
150   -6.96e+04  129   485   51
151   -6.95e+04  150   366   51
152   -6.99e+04  46.9   566   51
153   -6.99e+04  9.41   185   51
154   -6.95e+04  284   516   51
155   -6.94e+04  273   518   51
156   -6.94e+04  179   355   51
157   -6.97e+04  -81   -206   51
158   -6.98e+04  -223   -269   51
159   -7e+04  -452   -439   51
160   -6.99e+04  -497   -268   51
161   -7.03e+04  -484   102   51
162   -7.06e+04  -820   -258   51
163   -7.03e+04  -1.01e+03   -251   51
164   -7.01e+04  -1.01e+03   -127   51
165   -7.02e+04  -941   -210   51
166   -7.05e+04  -1.08e+03   24.8   51
167   -7.08e+04  -1.01e+03   181   51
168   -7.04e+04  -1.26e+03   144   51
169   -7e+04  -1.28e+03   157   51
170   -6.98e+04  -1.43e+03   97.3   51
171   -6.98e+04  -1.18e+03   117   51
172   -6.99e+04  -1.07e+03   265   51
173   -7e+04  -862   266   51
174   -6.98e+04  -753   166   51
175   -7.01e+04  -850   179   51
176   -7.01e+04  -852   262   51
177   -7.04e+04  -1.16e+03   225   51
178   -7.06e+04  -1.09e+03   385   51
179   -7.04e+04  -1.23e+03   579   51
180   -7.01e+04  -1.11e+03   659   51
181   -6.99e+04  -997   895   51
182   -6.98e+04  -1.06e+03   993   51
183   -7.01e+04  -993   816   51
184   -7.03e+04  -1.02e+03   771   51
185   -7.05e+04  -861   813   51
186   -7.08e+04  -685   503   51
187   -7.07e+04  -662   601   51
188   -7.07e+04  -451   374   51
189   -7.07e+04  -469   336   51
190   -7.1e+04  -385   178   51
191   -7.11e+04  -459   143   51
192   -7.1e+04  -540   70.7   51
193   -7.06e+04  -528   -7.91   51
194   -7.06e+04  -540   -309   51
195   -7.01e+04  -769   -470   51
196   -7e+04  -606   -538   51
197   -6.97e+04  -724   -497   51
198   -6.94e+04  -421   -4.1   51
199   -6.94e+04  -246   36.7   51
200   -6.98e+04  -97.4   217   51
201   -6.96e+04  -96.7   235   51
202   -6.98e+04  -179   -156   51
203   -6.97e+04  -216   -342   51
204   -6.97e+04  -270   -260   51
205   -6.99e+04  -276   -321   51
206   -7e+04  151   -237   51
207   -7e+04  -33.1   -173   51
208   -6.99e+04  179   -40.8   51
209   -6.98e+04  367   40.3   51
210   -7.01e+04  594   61.2   51
211   -6.94e+04  503   181   51
212   -6.99e+04  322   328   51
213   -6.99e+04  431   263   51
214   -6.99e+04  530   318   51
215   -6.99e+04  869   488   51
216   -7.01e+04  656   618   51
217   -6.99e+04  643   661   51
218   -7.01e+04  807   623   51
219   -7.04e+04  493   702   51
220   -7.01e+04  534   931   51
221   -7e+04  830   931   51
222   -7.02e+04  828   885   51
223   -7.06e+04  430   914   51
224   -7.05e+04  441   731   51
225   -7.06e+04  688   667   51
226   -7.06e+04  963   700   51
227   -7.05e+04  952   630   51
228   -7.06e+04  548   713   51
229   -7.03e+04  441   945   51
