***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           100
Temperatura:             1.25
Beta:                    0.8
J:                       1
Delta:                   2.5
Numero blocchi           10
Lunghezza simulazione:   1
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -1.81e+04  48.5   9.5e+03   31
2   -1.69e+04  7.66   9.09e+03   34
3   -1.59e+04  -5.82   8.72e+03   35
4   -1.51e+04  -53.7   8.39e+03   38
5   -1.45e+04  -48.5   8.12e+03   38
6   -1.41e+04  -92.3   7.9e+03   39
7   -1.37e+04  -134   7.63e+03   40
8   -1.34e+04  -106   7.44e+03   41
9   -1.3e+04  -59.8   7.28e+03   41
10   -1.27e+04  -104   7.1e+03   43
11   -1.24e+04  -127   6.93e+03   43
12   -1.23e+04  -132   6.81e+03   44
13   -1.21e+04  -257   6.64e+03   45
14   -1.18e+04  -281   6.48e+03   44
15   -1.17e+04  -259   6.32e+03   44
16   -1.16e+04  -264   6.23e+03   44
17   -1.14e+04  -183   6.07e+03   45
18   -1.12e+04  -176   5.92e+03   46
19   -1.11e+04  -121   5.78e+03   46
20   -1.1e+04  -131   5.63e+03   47
21   -1.09e+04  -12.9   5.54e+03   47
22   -1.09e+04  -39.3   5.51e+03   46
23   -1.11e+04  3.14   5.51e+03   46
24   -1.1e+04  -20.7   5.43e+03   47
25   -1.1e+04  -17   5.39e+03   46
26   -1.1e+04  -73   5.29e+03   47
27   -1.1e+04  -36.5   5.27e+03   47
28   -1.09e+04  -10.8   5.18e+03   47
29   -1.1e+04  -8.74   5.12e+03   47
30   -1.09e+04  104   4.98e+03   47
31   -1.09e+04  19.7   4.85e+03   46
32   -1.07e+04  49.3   4.79e+03   47
33   -1.07e+04  53.4   4.69e+03   47
34   -1.08e+04  62   4.67e+03   46
35   -1.08e+04  24.9   4.67e+03   47
36   -1.08e+04  -0.0526   4.6e+03   47
37   -1.07e+04  55.4   4.59e+03   48
38   -1.07e+04  135   4.56e+03   46
39   -1.07e+04  142   4.52e+03   47
40   -1.06e+04  41.8   4.56e+03   48
41   -1.07e+04  69.8   4.52e+03   48
42   -1.08e+04  26.7   4.48e+03   48
43   -1.08e+04  4.26   4.42e+03   47
44   -1.07e+04  -28.7   4.36e+03   47
45   -1.07e+04  -0.181   4.37e+03   48
46   -1.06e+04  8.89   4.33e+03   48
47   -1.06e+04  88.7   4.27e+03   49
48   -1.04e+04  -13.7   4.24e+03   48
49   -1.05e+04  -99.1   4.2e+03   48
50   -1.04e+04  -109   4.07e+03   48
51   -1.04e+04  -137   3.99e+03   49
52   -1.06e+04  -105   4.04e+03   48
53   -1.06e+04  -156   4e+03   47
54   -1.06e+04  -108   3.99e+03   48
55   -1.06e+04  -110   3.91e+03   47
56   -1.05e+04  -136   3.92e+03   48
57   -1.05e+04  -170   3.88e+03   48
58   -1.05e+04  -211   3.81e+03   48
59   -1.05e+04  -198   3.84e+03   49
60   -1.04e+04  -238   3.76e+03   48
61   -1.04e+04  -270   3.74e+03   48
62   -1.02e+04  -225   3.58e+03   49
63   -1.02e+04  -208   3.63e+03   48
64   -1.03e+04  -285   3.62e+03   48
65   -1.02e+04  -236   3.46e+03   48
66   -1e+04  -155   3.47e+03   49
67   -1e+04  -175   3.42e+03   49
68   -9.97e+03  -188   3.39e+03   49
69   -1e+04  -152   3.41e+03   49
70   -1e+04  -158   3.43e+03   49
71   -9.98e+03  -217   3.41e+03   49
72   -9.95e+03  -223   3.35e+03   49
73   -9.94e+03  -267   3.31e+03   49
74   -9.93e+03  -367   3.22e+03   49
75   -1e+04  -351   3.14e+03   49
76   -1e+04  -347   3.06e+03   48
77   -1.01e+04  -390   3.13e+03   49
78   -9.98e+03  -385   3.08e+03   49
79   -1e+04  -485   3e+03   49
80   -9.97e+03  -427   2.97e+03   49
81   -1e+04  -460   2.83e+03   50
82   -1.01e+04  -439   2.81e+03   49
83   -1.01e+04  -452   2.77e+03   49
84   -1.01e+04  -438   2.72e+03   48
85   -1.01e+04  -296   2.69e+03   49
86   -1.01e+04  -282   2.66e+03   48
87   -1.01e+04  -207   2.71e+03   49
88   -9.98e+03  -246   2.67e+03   47
89   -9.94e+03  -198   2.6e+03   48
90   -9.92e+03  -210   2.59e+03   50
91   -1e+04  -264   2.61e+03   49
92   -9.96e+03  -216   2.68e+03   48
93   -9.9e+03  -228   2.74e+03   50
94   -9.87e+03  -218   2.73e+03   49
95   -9.92e+03  -241   2.65e+03   50
96   -9.93e+03  -269   2.63e+03   49
97   -1e+04  -236   2.57e+03   49
98   -1.01e+04  -298   2.53e+03   49
99   -1.02e+04  -320   2.51e+03   48
100   -9.98e+03  -255   2.42e+03   48
101   -1e+04  -299   2.5e+03   49
102   -1.01e+04  -320   2.47e+03   50
103   -1.01e+04  -293   2.45e+03   48
104   -1.01e+04  -280   2.49e+03   48
105   -9.99e+03  -269   2.43e+03   49
106   -1e+04  -306   2.37e+03   49
107   -9.87e+03  -220   2.35e+03   49
108   -9.83e+03  -302   2.43e+03   50
109   -9.9e+03  -294   2.49e+03   49
110   -9.88e+03  -312   2.46e+03   50
111   -9.88e+03  -245   2.49e+03   50
112   -9.87e+03  -231   2.37e+03   50
113   -9.8e+03  -259   2.38e+03   48
114   -9.93e+03  -201   2.4e+03   49
115   -9.92e+03  -237   2.39e+03   48
116   -1e+04  -267   2.37e+03   49
117   -9.94e+03  -213   2.31e+03   49
118   -9.96e+03  -170   2.36e+03   49
119   -9.96e+03  -121   2.37e+03   50
120   -1.01e+04  -102   2.39e+03   49
121   -1.01e+04  -181   2.38e+03   49
122   -1.01e+04  -125   2.44e+03   49
123   -1e+04  -138   2.46e+03   48
124   -1e+04  -278   2.44e+03   48
125   -1.01e+04  -306   2.39e+03   50
126   -1.02e+04  -275   2.36e+03   49
127   -1.02e+04  -324   2.42e+03   48
128   -1.01e+04  -326   2.42e+03   49
129   -1.01e+04  -227   2.32e+03   49
130   -1.01e+04  -270   2.23e+03   49
131   -1e+04  -248   2.18e+03   49
132   -1.01e+04  -373   2.15e+03   49
133   -1.01e+04  -450   2.17e+03   49
134   -1.01e+04  -469   2.16e+03   48
135   -1.01e+04  -452   2.18e+03   48
136   -9.99e+03  -406   2.1e+03   49
137   -1.01e+04  -379   2.11e+03   49
138   -1.01e+04  -440   2.05e+03   48
139   -1e+04  -490   1.98e+03   49
140   -1e+04  -481   1.97e+03   49
141   -9.9e+03  -427   1.93e+03   48
142   -9.85e+03  -538   1.86e+03   49
143   -1.01e+04  -574   1.77e+03   49
144   -1.01e+04  -614   1.72e+03   48
145   -9.96e+03  -612   1.7e+03   48
146   -1e+04  -673   1.7e+03   49
147   -1e+04  -637   1.75e+03   49
148   -9.95e+03  -607   1.74e+03   48
149   -9.96e+03  -553   1.75e+03   50
150   -9.91e+03  -537   1.71e+03   49
151   -9.98e+03  -496   1.68e+03   49
152   -9.98e+03  -451   1.66e+03   49
153   -9.94e+03  -438   1.6e+03   49
154   -9.9e+03  -354   1.65e+03   49
155   -9.93e+03  -346   1.68e+03   49
156   -1e+04  -364   1.68e+03   49
157   -1e+04  -373   1.9e+03   49
158   -9.96e+03  -398   1.9e+03   49
159   -9.89e+03  -288   2.02e+03   49
160   -1e+04  -391   2.07e+03   49
161   -1.01e+04  -320   2.03e+03   49
162   -1.02e+04  -383   1.96e+03   48
163   -1.02e+04  -353   2.01e+03   48
164   -1.02e+04  -359   1.97e+03   48
165   -1.02e+04  -390   1.97e+03   47
166   -1.01e+04  -345   1.93e+03   50
167   -1.01e+04  -412   1.99e+03   49
168   -1.01e+04  -381   1.97e+03   49
169   -9.95e+03  -386   1.89e+03   49
170   -1.02e+04  -361   1.95e+03   50
171   -1.02e+04  -415   1.9e+03   48
172   -1.02e+04  -448   1.94e+03   49
173   -1.01e+04  -458   1.96e+03   48
174   -9.99e+03  -487   1.89e+03   49
175   -1e+04  -463   1.89e+03   49
176   -1e+04  -467   1.83e+03   48
177   -1e+04  -452   1.86e+03   50
178   -1.01e+04  -439   1.88e+03   48
179   -9.91e+03  -454   1.86e+03   49
180   -9.93e+03  -507   1.85e+03   49
181   -1e+04  -460   1.73e+03   48
182   -9.86e+03  -398   1.67e+03   49
183   -9.79e+03  -446   1.6e+03   50
184   -9.82e+03  -498   1.59e+03   48
185   -9.85e+03  -548   1.55e+03   50
186   -9.83e+03  -557   1.58e+03   49
187   -9.88e+03  -561   1.66e+03   50
188   -9.73e+03  -601   1.64e+03   49
189   -9.77e+03  -613   1.65e+03   50
190   -9.95e+03  -443   1.6e+03   50
191   -9.94e+03  -412   1.59e+03   48
192   -9.9e+03  -384   1.49e+03   49
193   -1.01e+04  -428   1.46e+03   50
194   -1.01e+04  -389   1.46e+03   49
195   -1.01e+04  -344   1.43e+03   49
196   -1.01e+04  -346   1.34e+03   48
197   -1.01e+04  -295   1.29e+03   49
198   -1e+04  -259   1.38e+03   49
199   -9.94e+03  -301   1.35e+03   48
200   -9.94e+03  -367   1.31e+03   49
201   -9.92e+03  -283   1.32e+03   49
202   -9.96e+03  -238   1.28e+03   49
203   -1e+04  -163   1.33e+03   49
204   -1e+04  -110   1.22e+03   49
205   -9.88e+03  -175   1.2e+03   49
206   -9.9e+03  -14   1.19e+03   49
207   -9.96e+03  -63.5   1.12e+03   49
208   -1e+04  -113   1.13e+03   48
209   -9.98e+03  -160   1.08e+03   49
210   -9.85e+03  -211   1e+03   50
211   -9.89e+03  -270   1.07e+03   50
212   -1e+04  -207   1.03e+03   49
213   -9.9e+03  -246   1.02e+03   50
214   -9.85e+03  -248   1.01e+03   49
215   -9.8e+03  -294   922   49
216   -9.87e+03  -298   950   49
217   -9.85e+03  -299   1.03e+03   50
218   -9.92e+03  -262   1.06e+03   50
219   -9.96e+03  -302   1.02e+03   50
220   -9.99e+03  -308   999   48
221   -9.92e+03  -276   993   49
222   -9.99e+03  -209   1.01e+03   50
223   -1e+04  -133   1.05e+03   49
224   -9.93e+03  -152   965   50
225   -9.87e+03  -78.7   952   49
226   -9.72e+03  -85.6   934   49
227   -9.72e+03  -67   962   50
228   -9.75e+03  -31.6   1.02e+03   49
229   -9.76e+03  -26.2   1.05e+03   50
230   -9.96e+03  -60.8   1.07e+03   50
231   -9.97e+03  -69.1   1.08e+03   50
232   -1.01e+04  -112   1.06e+03   49
233   -9.98e+03  -187   1.05e+03   49
234   -9.94e+03  -256   994   49
235   -9.95e+03  -370   1.04e+03   49
236   -9.86e+03  -342   1e+03   49
237   -9.88e+03  -356   990   49
238   -9.77e+03  -341   984   49
239   -9.81e+03  -324   964   50
240   -9.79e+03  -361   908   50
241   -9.71e+03  -316   947   49
242   -9.74e+03  -336   985   49
243   -9.9e+03  -327   1.02e+03   50
244   -9.92e+03  -289   1.01e+03   50
245   -9.98e+03  -278   1.01e+03   50
246   -9.94e+03  -246   936   50
247   -9.95e+03  -191   969   49
248   -9.97e+03  -279   1.07e+03   49
249   -9.95e+03  -301   1.05e+03   49
250   -1e+04  -363   1.16e+03   49
251   -9.91e+03  -369   1.16e+03   49
252   -9.97e+03  -425   1.21e+03   50
253   -9.97e+03  -449   1.19e+03   49
254   -9.89e+03  -461   1.15e+03   50
255   -9.96e+03  -482   1.18e+03   49
256   -1e+04  -494   1.21e+03   49
257   -9.77e+03  -474   1.17e+03   50
258   -9.8e+03  -395   1.1e+03   50
259   -9.89e+03  -471   1.18e+03   49
260   -1e+04  -419   1.25e+03   48
261   -1.01e+04  -349   1.21e+03   48
262   -1.01e+04  -408   1.22e+03   49
263   -1.01e+04  -391   1.18e+03   50
264   -9.91e+03  -413   1.16e+03   50
265   -9.79e+03  -405   1.13e+03   50
266   -9.92e+03  -372   1.09e+03   49
267   -1e+04  -385   1.1e+03   49
268   -1e+04  -382   1.21e+03   49
269   -1e+04  -403   1.13e+03   50
270   -9.96e+03  -465   1.11e+03   48
271   -9.89e+03  -451   1.05e+03   49
272   -9.93e+03  -389   1.02e+03   48
273   -9.92e+03  -355   906   49
274   -9.88e+03  -395   942   49
275   -9.9e+03  -421   980   49
276   -9.91e+03  -429   930   50
277   -9.99e+03  -389   960   49
278   -1e+04  -360   959   49
279   -1e+04  -307   926   50
280   -1e+04  -274   893   49
281   -9.96e+03  -240   863   48
282   -1e+04  -377   936   49
283   -1e+04  -346   1.01e+03   49
284   -1.01e+04  -305   947   49
285   -1.01e+04  -331   1e+03   50
286   -1e+04  -433   1.02e+03   50
287   -1e+04  -520   1.02e+03   49
288   -1e+04  -585   1e+03   49
289   -9.98e+03  -592   971   49
290   -9.77e+03  -578   980   49
291   -9.86e+03  -578   947   49
292   -1e+04  -769   978   49
293   -1e+04  -805   948   50
294   -1.01e+04  -863   883   49
295   -1.01e+04  -846   886   49
296   -9.96e+03  -909   791   48
297   -9.96e+03  -914   796   49
298   -1.01e+04  -941   818   49
299   -1.02e+04  -999   800   48
300   -1e+04  -980   821   49
301   -1e+04  -984   824   49
302   -9.93e+03  -1.03e+03   759   49
303   -9.88e+03  -994   843   50
304   -9.77e+03  -933   817   48
305   -9.78e+03  -916   818   50
306   -9.7e+03  -926   781   49
307   -9.72e+03  -1.03e+03   736   49
308   -9.76e+03  -1.04e+03   691   49
309   -9.75e+03  -1.1e+03   706   49
310   -9.66e+03  -1e+03   749   49
311   -9.75e+03  -1.03e+03   705   50
312   -9.79e+03  -1.06e+03   730   49
313   -9.83e+03  -1.06e+03   723   49
314   -9.89e+03  -1.03e+03   663   49
315   -9.81e+03  -1.09e+03   651   49
316   -9.9e+03  -1.1e+03   670   49
317   -9.9e+03  -1.08e+03   720   50
318   -9.95e+03  -1.1e+03   643   49
319   -9.86e+03  -1.01e+03   686   50
320   -9.93e+03  -1.03e+03   723   49
321   -9.92e+03  -978   719   50
322   -9.91e+03  -950   788   50
323   -9.86e+03  -906   798   49
324   -9.94e+03  -855   752   50
325   -1e+04  -875   700   49
326   -9.9e+03  -916   628   49
327   -9.97e+03  -900   681   49
328   -9.99e+03  -890   693   48
329   -1.01e+04  -908   730   49
330   -1e+04  -858   880   49
331   -9.95e+03  -983   868   49
332   -9.95e+03  -1.04e+03   926   49
333   -9.93e+03  -1.07e+03   911   49
334   -9.95e+03  -1.09e+03   873   50
335   -1e+04  -1.04e+03   917   49
336   -1.01e+04  -1.05e+03   939   49
337   -1.02e+04  -1.08e+03   943   49
338   -1.02e+04  -1.03e+03   965   49
339   -1.02e+04  -990   965   48
