***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           200
Temperatura:             1.5
Beta:                    0.667
J:                       1
Delta:                   3.2
Numero blocchi           10
Lunghezza simulazione:   1
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -7.2e+04  71.9   3.78e+04   27
2   -6.56e+04  5.69   3.58e+04   30
3   -6.06e+04  137   3.4e+04   33
4   -5.62e+04  163   3.22e+04   35
5   -5.26e+04  184   3.05e+04   37
6   -4.99e+04  279   2.91e+04   38
7   -4.73e+04  295   2.77e+04   39
8   -4.52e+04  287   2.63e+04   41
9   -4.34e+04  390   2.51e+04   42
10   -4.2e+04  230   2.39e+04   43
11   -4.08e+04  392   2.29e+04   44
12   -3.98e+04  543   2.19e+04   45
13   -3.89e+04  433   2.11e+04   45
14   -3.8e+04  470   2e+04   46
15   -3.73e+04  500   1.92e+04   46
16   -3.66e+04  342   1.81e+04   46
17   -3.59e+04  326   1.74e+04   48
18   -3.56e+04  527   1.66e+04   48
19   -3.53e+04  519   1.62e+04   48
20   -3.48e+04  652   1.54e+04   48
21   -3.46e+04  558   1.49e+04   48
22   -3.39e+04  365   1.43e+04   49
23   -3.36e+04  462   1.36e+04   49
24   -3.32e+04  564   1.29e+04   49
25   -3.31e+04  450   1.24e+04   49
26   -3.29e+04  591   1.18e+04   49
27   -3.3e+04  588   1.14e+04   50
28   -3.32e+04  697   1.09e+04   50
29   -3.29e+04  827   1.06e+04   50
30   -3.29e+04  857   1.03e+04   50
31   -3.27e+04  703   1.01e+04   50
32   -3.25e+04  589   9.78e+03   50
33   -3.22e+04  648   9.24e+03   51
34   -3.2e+04  607   9.03e+03   51
35   -3.2e+04  395   8.81e+03   51
36   -3.19e+04  281   8.6e+03   50
37   -3.18e+04  270   8.17e+03   51
38   -3.18e+04  92.7   7.93e+03   51
39   -3.2e+04  -43.5   7.67e+03   51
40   -3.21e+04  -84.2   7.44e+03   50
41   -3.2e+04  -234   7.07e+03   50
42   -3.17e+04  -199   6.94e+03   51
43   -3.13e+04  -138   6.55e+03   51
44   -3.12e+04  -176   6.37e+03   51
45   -3.14e+04  42.1   6.37e+03   50
46   -3.13e+04  112   6.17e+03   51
47   -3.13e+04  317   6.06e+03   51
48   -3.11e+04  122   5.93e+03   51
49   -3.1e+04  298   5.57e+03   51
50   -3.13e+04  386   5.41e+03   51
51   -3.11e+04  563   4.94e+03   51
52   -3.09e+04  554   4.63e+03   52
53   -3.1e+04  650   4.6e+03   51
54   -3.14e+04  446   4.46e+03   51
55   -3.14e+04  536   4.41e+03   51
56   -3.15e+04  303   4.15e+03   51
57   -3.13e+04  170   3.94e+03   51
58   -3.1e+04  -72.8   3.64e+03   51
59   -3.09e+04  -246   3.65e+03   52
60   -3.08e+04  -266   3.49e+03   51
61   -3.11e+04  -216   3.21e+03   51
62   -3.13e+04  13.8   3.03e+03   51
63   -3.12e+04  -56.7   2.96e+03   51
64   -3.11e+04  2.18   2.92e+03   51
65   -3.1e+04  82.3   2.88e+03   51
66   -3.14e+04  144   2.75e+03   51
67   -3.13e+04  70   2.76e+03   51
68   -3.12e+04  49.1   2.71e+03   51
69   -3.11e+04  122   2.54e+03   51
70   -3.11e+04  130   2.46e+03   51
71   -3.15e+04  229   2.12e+03   51
72   -3.13e+04  280   2.02e+03   51
73   -3.13e+04  171   2.07e+03   51
74   -3.14e+04  270   2.34e+03   51
75   -3.11e+04  236   2.19e+03   51
76   -3.11e+04  155   2.19e+03   51
77   -3.15e+04  186   1.98e+03   51
78   -3.15e+04  191   1.89e+03   51
79   -3.14e+04  230   1.76e+03   51
80   -3.14e+04  191   1.75e+03   51
81   -3.14e+04  260   1.65e+03   51
82   -3.11e+04  263   1.56e+03   51
83   -3.1e+04  236   1.52e+03   51
84   -3.1e+04  360   1.45e+03   51
85   -3.09e+04  386   1.34e+03   51
86   -3.09e+04  442   1.19e+03   51
87   -3.07e+04  385   1.29e+03   51
88   -3.09e+04  257   1.18e+03   52
89   -3.11e+04  369   1.16e+03   51
90   -3.12e+04  491   1.22e+03   51
91   -3.12e+04  492   1.14e+03   51
92   -3.11e+04  425   1.16e+03   51
93   -3.1e+04  604   1.24e+03   51
94   -3.1e+04  653   1.3e+03   51
95   -3.14e+04  457   1.33e+03   51
96   -3.13e+04  476   1.55e+03   51
97   -3.13e+04  413   1.67e+03   51
98   -3.14e+04  516   1.71e+03   51
99   -3.11e+04  586   1.88e+03   51
100   -3.12e+04  583   1.81e+03   51
101   -3.16e+04  498   1.74e+03   51
102   -3.15e+04  429   1.64e+03   51
103   -3.11e+04  438   1.62e+03   51
104   -3.1e+04  637   1.52e+03   52
105   -3.11e+04  540   1.4e+03   51
106   -3.12e+04  607   1.54e+03   52
107   -3.13e+04  685   1.46e+03   51
108   -3.12e+04  750   1.45e+03   51
109   -3.14e+04  723   1.18e+03   51
110   -3.13e+04  677   1.08e+03   51
111   -3.14e+04  572   777   51
112   -3.13e+04  548   772   51
113   -3.11e+04  323   708   51
114   -3.1e+04  200   838   52
115   -3.09e+04  349   816   51
116   -3.12e+04  374   725   51
117   -3.16e+04  357   770   51
118   -3.13e+04  204   685   51
119   -3.14e+04  151   688   51
120   -3.14e+04  96.5   539   51
121   -3.13e+04  12.3   369   51
122   -3.13e+04  35.6   223   51
123   -3.13e+04  -201   141   50
124   -3.13e+04  -209   -69.8   51
125   -3.13e+04  -149   -179   51
126   -3.13e+04  -62.1   -157   51
127   -3.14e+04  2.9   -321   51
128   -3.11e+04  -112   -313   51
129   -3.12e+04  -125   -182   51
130   -3.09e+04  26.8   -292   51
131   -3.06e+04  -14.9   -273   51
132   -3.09e+04  -159   -236   51
133   -3.09e+04  -169   -117   51
134   -3.11e+04  -219   -138   52
135   -3.11e+04  53.9   -133   51
136   -3.11e+04  -204   -200   51
137   -3.09e+04  -231   -83.1   52
138   -3.1e+04  -280   -65.7   52
139   -3.12e+04  -222   -118   51
140   -3.11e+04  -189   47.7   51
141   -3.11e+04  -424   -33.2   52
142   -3.14e+04  -442   -69   51
