0.00002290 0.00002318 0.00002327 0.00002334
0.00002325 0.00002346 0.00002365 0.00002398
0.00002347 0.00002389 0.00002361 0.00002418
0.00002396 0.00002354 0.00002409 0.00002392
0.00002401 0.00002390 0.00002389 0.00002431
0.00002371 0.00002352 0.00002379 0.00002406
0.00002383 0.00002351 0.00002372 0.00002386
0.00002444 0.00002368 0.00002384 0.00002442
0.00002398 0.00002408 0.00002418 0.00002424
0.00002432 0.00002423 0.00002348 0.00002478
0.00002488 0.00002421 0.00002370 0.00002438
0.00002406 0.00002385 0.00002441 0.00002438
0.00002467 0.00002366 0.00002467 0.00002438
0.00002475 0.00002371 0.00002367 0.00002387
0.00002480 0.00002470 0.00002440 0.00002383
0.00002485 0.00002394 0.00002413 0.00002469
0.00002520 0.00002425 0.00002357 0.00002469
0.00002441 0.00002416 0.00002465 0.00002493
0.00002559 0.00002409 0.00002410 0.00002455
0.00002531 0.00002492 0.00002513 0.00002402
0.00002531 0.00002518 0.00002478 0.00002478
0.00002498 0.00002351 0.00002487 0.00002419
0.00002551 0.00002431 0.00002470 0.00002448
0.00002586 0.00002529 0.00002432 0.00002419
0.00002549 0.00002417 0.00002458 0.00002526
0.00002603 0.00002408 0.00002428 0.00002497
0.00002591 0.00002364 0.00002418 0.00002442
0.00002522 0.00002455 0.00002483 0.00002531
0.00002516 0.00002415 0.00002446 0.00002495
0.00002499 0.00002433 0.00002441 0.00002404
0.00002594 0.00002364 0.00002407 0.00002544
0.00002561 0.00002386 0.00002481 0.00002522
0.00002573 0.00002418 0.00002449 0.00002411
0.00002551 0.00002398 0.00002411 0.00002445
0.00002414 0.00002304 0.00002471 0.00002523
0.00002587 0.00002519 0.00002539 0.00002462
0.00002492 0.00002370 0.00002467 0.00002552
0.00002457 0.00002340 0.00002413 0.00002551
0.00002439 0.00002343 0.00002505 0.00002533
0.00002413 0.00002255 0.00002562 0.00002596
0.00002436 0.00002245 0.00002465 0.00002493
0.00002518 0.00002379 0.00002453 0.00002435
0.00002303 0.00002370 0.00002511 0.00002511
0.00002571 0.00002323 0.00002446 0.00002427
0.00002410 0.00002442 0.00002607 0.00002515
0.00002436 0.00002444 0.00002516 0.00002510
0.00002454 0.00002333 0.00002553 0.00002459
0.00002510 0.00002255 0.00002554 0.00002499
0.00002512 0.00002407 0.00002500 0.00002575
0.00002364 0.00002332 0.00002453 0.00002509
0.00002549 0.00002358 0.00002408 0.00002521
0.00002371 0.00002411 0.00002415 0.00002566
0.00002324 0.00002332 0.00002568 0.00002610
0.00002460 0.00002337 0.00002490 0.00002646
0.00002406 0.00002159 0.00002513 0.00002424
0.00002540 0.00002434 0.00002451 0.00002509
0.00002494 0.00002345 0.00002606 0.00002552
0.00002579 0.00002410 0.00002613 0.00002520
0.00002457 0.00002489 0.00002609 0.00002497
0.00002455 0.00002497 0.00002512 0.00002568
0.00002539 0.00002466 0.00002403 0.00002442
0.00002329 0.00002250 0.00002572 0.00002613
0.00002508 0.00002391 0.00002422 0.00002449
0.00002518 0.00002313 0.00002515 0.00002520
0.00002444 0.00002416 0.00002639 0.00002570
0.00002433 0.00002430 0.00002555 0.00002416
0.00002413 0.00002519 0.00002505 0.00002572
0.00002465 0.00002439 0.00002491 0.00002524
0.00002325 0.00002400 0.00002466 0.00002588
0.00002495 0.00002233 0.00002542 0.00002523
0.00002425 0.00002437 0.00002392 0.00002665
0.00002402 0.00002229 0.00002443 0.00002567
0.00002385 0.00002374 0.00002480 0.00002746
0.00002442 0.00002422 0.00002408 0.00002588
0.00002454 0.00002386 0.00002511 0.00002638
0.00002549 0.00002367 0.00002462 0.00002596
0.00002376 0.00002652 0.00002605 0.00002546
0.00002534 0.00002298 0.00002486 0.00002585
0.00002357 0.00002268 0.00002404 0.00002607
0.00002416 0.00002298 0.00002505 0.00002464
0.00002491 0.00002328 0.00002417 0.00002495
0.00002426 0.00002314 0.00002300 0.00002643
0.00002442 0.00002279 0.00002577 0.00002723
0.00002395 0.00002153 0.00002458 0.00002726
0.00002444 0.00002214 0.00002537 0.00002546
0.00002387 0.00002257 0.00002329 0.00002702
0.00002303 0.00002437 0.00002478 0.00002662
0.00002584 0.00002260 0.00002510 0.00002790
0.00002545 0.00002260 0.00002430 0.00002625
0.00002332 0.00002257 0.00002639 0.00002629
0.00002588 0.00002376 0.00002705 0.00002738
0.00002430 0.00002248 0.00002590 0.00002744
